Sample index	Sample ID 1	Title	Result	Unit of Result	Data markings of Result	Creation time	Method name	T1+	Nominal value	T1-	Is excluded	Method type	Determination type	Overall result state	Comment	FISH_ID	TANK	MUSCLE_TYPE	TEMPERATURE
4	4	Absorbance wavelength 1	1.03032	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.04064	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06686	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.73712	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.68406	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.68172	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.03404	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.04145	A		26/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06675	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.69987	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.65084	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.64827	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.03732	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.04028	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06419	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.67641	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.62911	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.62309	A		26/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.04277	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03657	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06282	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.64919	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.60124	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.59241	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.04357	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03777	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06336	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.62703	A		26/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.57833	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.56983	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.04537	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03732	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06408	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.6012	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.55519	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.54778	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.0524	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03422	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06283	A		26/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.58069	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.53114	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.52116	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.04924	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03686	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06403	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.55234	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.5031	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.49518	A		26/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.05383	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03694	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06517	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.53096	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.48058	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.47001	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.05249	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03979	A		26/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06743	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.5004	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
2	2	Absorbance wavelength 1	0.45001	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
3	3	Absorbance wavelength 1	0.44094	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
4	4	Absorbance wavelength 1	1.05292	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
5	5	Absorbance wavelength 1	-0.03951	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
6	6	Absorbance wavelength 1	-0.06819	A		26/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	40
1	1	Absorbance wavelength 1	0.91934	A		26/10/2022 18:07	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.97996	A		26/10/2022 18:07	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.94516	A		26/10/2022 18:07	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.00129	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	-0.00311	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05929	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.86872	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.91932	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.88307	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.01055	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	-0.00166	A		26/10/2022 18:08	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05881	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.81573	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.86163	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.82624	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.00676	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00097	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05815	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.7484	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.80016	A		26/10/2022 18:09	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.76478	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	0.99763	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	-0.00073	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.06013	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.67623	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.72272	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.69142	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.00558	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00325	A		26/10/2022 18:10	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.0572	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.63028	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.67746	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.64982	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.0067	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00433	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05634	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.58602	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.63325	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.6111	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.0071	A		26/10/2022 18:11	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.0052	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05686	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.54267	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.59393	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.56123	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.0053	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00329	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05943	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.48947	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.53559	A		26/10/2022 18:12	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.50282	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.00427	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00284	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05973	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.44568	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.47878	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.44845	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	0.99581	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00277	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05909	A		26/10/2022 18:13	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.39113	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.43553	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.40367	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.0003	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.0024	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.06119	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.34243	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.38922	A		26/10/2022 18:14	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.35821	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	0.99824	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00194	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.06138	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.31464	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.35342	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.32091	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	0.99807	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00431	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.06033	A		26/10/2022 18:15	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
1	1	Absorbance wavelength 1	0.28575	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
2	2	Absorbance wavelength 1	0.32678	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
3	3	Absorbance wavelength 1	0.29978	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
4	4	Absorbance wavelength 1	1.00081	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
5	5	Absorbance wavelength 1	0.00587	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
6	6	Absorbance wavelength 1	-0.05938	A		26/10/2022 18:16	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		LCKM166	13	white muscle	50
