Sample index	Sample ID 1	Title	Result	Unit of Result	Data markings of Result	Creation time	Method name	T1+	Nominal value	T1-	Is excluded	Method type	Determination type	Overall result state	Comment	FISH_ID	TANK	MUSCLE_TYPE	TEMPERATURE		
3	3	Absorbance wavelength 1	0.13546	A		28/08/2023 14:44:08 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07655	A		28/08/2023 14:44:15 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00955	A		28/08/2023 14:44:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00098	A		28/08/2023 14:44:25 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.13485	A		28/08/2023 14:44:32 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.14758	A		28/08/2023 14:44:39 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.13918	A		28/08/2023 14:44:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07615	A		28/08/2023 14:44:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00982	A		28/08/2023 14:44:56 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00261	A		28/08/2023 14:45:03 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.13943	A		28/08/2023 14:45:11 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.15923	A		28/08/2023 14:45:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.16958	A		28/08/2023 14:45:23 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07681	A		28/08/2023 14:45:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00588	A		28/08/2023 14:45:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00399	A		28/08/2023 14:45:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.14306	A		28/08/2023 14:45:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.16394	A		28/08/2023 14:45:57 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.17269	A		28/08/2023 14:46:03 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07638	A		28/08/2023 14:46:08 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00979	A		28/08/2023 14:46:15 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00344	A		28/08/2023 14:46:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.15566	A		28/08/2023 14:46:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.16472	A		28/08/2023 14:46:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.18166	A		28/08/2023 14:46:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07446	A		28/08/2023 14:46:46 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00726	A		28/08/2023 14:46:53 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00474	A		28/08/2023 14:47:00 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.1626	A		28/08/2023 14:47:07 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.17851	A		28/08/2023 14:47:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.16741	A		28/08/2023 14:47:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.0744	A		28/08/2023 14:47:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00546	A		28/08/2023 14:47:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00365	A		28/08/2023 14:47:39 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.18934	A		28/08/2023 14:47:46 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.18932	A		28/08/2023 14:47:53 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.17216	A		28/08/2023 14:47:59 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07741	A		28/08/2023 14:48:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.0096	A		28/08/2023 14:48:10 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00316	A		28/08/2023 14:48:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.17126	A		28/08/2023 14:48:23 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.20763	A		28/08/2023 14:48:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.19763	A		28/08/2023 14:48:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07574	A		28/08/2023 14:48:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00655	A		28/08/2023 14:48:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00295	A		28/08/2023 14:48:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.19467	A		28/08/2023 14:49:06 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.2143	A		28/08/2023 14:49:11 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.1938	A		28/08/2023 14:49:18 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07479	A		28/08/2023 14:49:25 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.0071	A		28/08/2023 14:49:32 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00355	A		28/08/2023 14:49:39 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.19887	A		28/08/2023 14:49:46 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.22744	A		28/08/2023 14:49:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.19752	A		28/08/2023 14:49:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07852	A		28/08/2023 14:50:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00598	A		28/08/2023 14:50:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00493	A		28/08/2023 14:50:17 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.20667	A		28/08/2023 14:50:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.23317	A		28/08/2023 14:50:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.21568	A		28/08/2023 14:50:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07314	A		28/08/2023 14:50:43 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.0048	A		28/08/2023 14:50:50 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00676	A		28/08/2023 14:50:57 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.22073	A		28/08/2023 14:51:04 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.22398	A		28/08/2023 14:51:11 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.22199	A		28/08/2023 14:51:18 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07188	A		28/08/2023 14:51:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00329	A		28/08/2023 14:51:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00612	A		28/08/2023 14:51:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.24425	A		28/08/2023 14:51:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.2288	A		28/08/2023 14:51:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.25657	A		28/08/2023 14:51:57 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.07299	A		28/08/2023 14:52:04 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	0.00258	A		28/08/2023 14:52:11 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.00978	A		28/08/2023 14:52:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.23469	A		28/08/2023 14:52:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.24451	A		28/08/2023 14:52:29 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.22792	A		28/08/2023 14:52:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.069	A		28/08/2023 14:52:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	-0.00016	A		28/08/2023 14:52:47 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.01242	A		28/08/2023 14:52:54 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.23711	A		28/08/2023 14:53:01 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
2	2	Absorbance wavelength 1	0.24297	A		28/08/2023 14:53:08 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
3	3	Absorbance wavelength 1	0.25309	A		28/08/2023 14:53:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
4	4	Absorbance wavelength 1	0.0687	A		28/08/2023 14:53:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
5	5	Absorbance wavelength 1	-0.00064	A		28/08/2023 14:53:25 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
6	6	Absorbance wavelength 1	-0.01008	A		28/08/2023 14:53:32 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	40		
1	1	Absorbance wavelength 1	0.09111	A		28/08/2023 15:03:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.11407	A		28/08/2023 15:03:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.0072	A		28/08/2023 15:03:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08458	A		28/08/2023 15:03:47 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.00671	A		28/08/2023 15:03:54 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00227	A		28/08/2023 15:04:01 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.10344	A		28/08/2023 15:04:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.10742	A		28/08/2023 15:04:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01136	A		28/08/2023 15:04:23 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08863	A		28/08/2023 15:04:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.00788	A		28/08/2023 15:04:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00211	A		28/08/2023 15:04:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.12566	A		28/08/2023 15:04:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.12179	A		28/08/2023 15:04:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01172	A		28/08/2023 15:05:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08709	A		28/08/2023 15:05:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.00942	A		28/08/2023 15:05:19 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00124	A		28/08/2023 15:05:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.13019	A		28/08/2023 15:05:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.13987	A		28/08/2023 15:05:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01809	A		28/08/2023 15:05:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.09027	A		28/08/2023 15:05:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.00843	A		28/08/2023 15:06:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00018	A		28/08/2023 15:06:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.14462	A		28/08/2023 15:06:17 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.15311	A		28/08/2023 15:06:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01342	A		28/08/2023 15:06:31 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08878	A		28/08/2023 15:06:38 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.01253	A		28/08/2023 15:06:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00059	A		28/08/2023 15:06:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.15557	A		28/08/2023 15:06:59 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.16267	A		28/08/2023 15:07:06 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01456	A		28/08/2023 15:07:13 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08917	A		28/08/2023 15:07:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.0093	A		28/08/2023 15:07:27 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00118	A		28/08/2023 15:07:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.1628	A		28/08/2023 15:07:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.16809	A		28/08/2023 15:07:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01493	A		28/08/2023 15:07:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.0889	A		28/08/2023 15:08:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.00698	A		28/08/2023 15:08:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00139	A		28/08/2023 15:08:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.17725	A		28/08/2023 15:08:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.18194	A		28/08/2023 15:08:31 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01523	A		28/08/2023 15:08:38 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.09007	A		28/08/2023 15:08:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.01179	A		28/08/2023 15:08:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	0.00001	A		28/08/2023 15:08:57 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
1	1	Absorbance wavelength 1	0.19062	A		28/08/2023 15:09:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
2	2	Absorbance wavelength 1	0.19401	A		28/08/2023 15:09:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
3	3	Absorbance wavelength 1	0.01708	A		28/08/2023 15:09:19 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
4	4	Absorbance wavelength 1	0.08695	A		28/08/2023 15:09:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
5	5	Absorbance wavelength 1	0.0079	A		28/08/2023 15:09:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
6	6	Absorbance wavelength 1	-0.00116	A		28/08/2023 15:09:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON060	6	White muscle	50		
